"x" "y" "grp" "srtm_56_04" "ruggedness" "Occ_1200" "row_id"
-114790.325768971 4835565.24440289 6600 1091.52734375 8.71195030212402 0.605994865 314
-112790.325768971 4835565.24440289 6604 1104.1640625 8.66417694091797 0.4255834365 315
-164790.325768971 4837565.24440289 6868 1367.5 8.90908086299896 0.58652607 316
-162790.325768971 4837565.24440289 6870 1361.96875 9.89788341522217 0.58652607 317
-160790.325768971 4837565.24440289 6872 1355.1640625 9.6509313583374 0.58652607 318
-158790.325768971 4837565.24440289 6716 1288.64453125 8.49004781246185 0.58652607 319
-156790.325768971 4837565.24440289 6718 1278.1640625 8.33597660064697 0.58652607 320
-154790.325768971 4837565.24440289 6720 1267.74609375 8.6010684967041 0.58652607 321
-152790.325768971 4837565.24440289 6723 1256.9453125 8.77197980880737 0.669061057 322
-150790.325768971 4837565.24440289 6725 1238.13671875 8.84442853927612 0.751596044 323
-148790.325768971 4837565.24440289 6727 1213.26171875 8.40937948226929 0.751596044 324
-146790.325768971 4837565.24440289 6728 1199.76171875 7.99883580207825 0.751596044 325
-144790.325768971 4837565.24440289 6730 1172.6953125 7.05082380771637 0.751596044 326
-142790.325768971 4837565.24440289 6573 1118.66796875 5.3768173456192 0.751596044 327
-140790.325768971 4837565.24440289 6575 1105.46484375 5.62413322925568 0.751596044 328
-138790.325768971 4837565.24440289 6577 1101.46875 4.52012604475021 0.751596044 329
-136790.325768971 4837565.24440289 6579 1094.296875 3.99693423509598 0.751596044 330
-134790.325768971 4837565.24440289 6580 1085.69921875 3.98601013422012 0.751596044 331
